rakeshkushwah,2018-05-13 13:15:35,"b'We know about these stories of all corrupt politician a long list like A. Raja, kanimoji Maran, Shshikala. And so o\\u2026 https://t.co/NMp1TldUqg'"
Adiiidatta,2018-05-13 13:15:37,"b""RT @koenamitra: Dear @HMOIndia @narendramodi Can you please help WB. People are dying everyday, kids aren't spared either, west Bengal is b\\u2026"""
Singh_raajan,2018-05-13 13:15:38,"b""RT @koenamitra: Dear @HMOIndia @narendramodi Can you please help WB. People are dying everyday, kids aren't spared either, west Bengal is b\\u2026"""
rakesh_pramod,2018-05-13 13:15:38,b'RT @VyasmuniThakur: \\u0938\\u0941\\u0928\\u093f\\u092f\\u0947 \\u0937\\u0921\\u094d\\u092f\\u0902\\u0924\\u094d\\u0930\\u0915\\u093e\\u0930\\u093f\\u092f\\u094b\\u0902 \\u0915\\u0947 \\u0932\\u093f\\u090f \\u0915\\u094d\\u092f\\u093e \\u092c\\u094b\\u0932\\u093e \\u0938\\u0902\\u0924 Asaram Bapu Ji \\u0928\\u0947! \\n\\n@narendramodi @AmitShah @rashtrapatibhvn @myogiadityan\\u2026'
vinvani,2018-05-13 13:15:39,b'RT @jgopikrishnan70: Really? Shame.... These nuts did not vote? https://t.co/bytzhSl3Iw'
NeerajB14959552,2018-05-13 13:15:39,b'RT @Kacchwahavinay3: @kpmaurya1 \\u092c\\u0947\\u0938\\u093f\\u0915 \\u0915\\u0947 \\u092d\\u094d\\u0930\\u0938\\u094d\\u091f \\u0905\\u092b\\u0938\\u0930\\u094b\\u0902 \\u0915\\u094b \\u092c\\u091a\\u093e\\u0928\\u0947 \\u092e\\u0947\\u0902 \\u091c\\u0940 \\u091c\\u093e\\u0928 \\u0932\\u0917\\u093e \\u0930\\u0939\\u0947 \\u0939\\u0948 \\u092f\\u094b\\u0917\\u0940 \\u091c\\u0940 \\u0938\\u0939\\u093f\\u0924 \\u092e\\u0902\\u0924\\u094d\\u0930\\u093f\\u092e\\u0902\\u0921\\u0932  #BEdTET2011 #\\u092c\\u0940\\u090f\\u0921\\u091f\\u0947\\u091f2011\\n@na\\u2026'
iraniarnavaz,2018-05-13 13:15:41,b'RT @ftravijha: Revenue frm ODIN is also used 4 conducting R&amp;D so tht we can upgrade it. Somebody used eow mumbai to attack odin so tht they\\u2026'
nishantkumarj,2018-05-13 13:15:42,"b'RT @muglikar_: This is a fit case for us to demand complete shut down of Mainstream Media. When there was 0 evidence of Church vandalism, 0\\u2026'"
HinduNatl,2018-05-13 13:15:42,b'RT @suryakantkarkar: \\u092a\\u0942\\u0930\\u0947 \\u0935\\u093f\\u0936\\u094d\\u0935 \\u092e\\u0947\\u0902 \\u0905\\u092c \\u0911\\u0928\\u0932\\u093e\\u0907\\u0928 \\u092e\\u093f\\u0932\\u0947\\u0917\\u0947 \\u092f\\u0942\\u092a\\u0940 \\u0915\\u0947 \\u092f\\u0947 \\u092e\\u0936\\u0939\\u0942\\u0930 \\u0909\\u0924\\u094d\\u092a\\u093e\\u0926\\nhttps://t.co/1YuEOJmfqZ\\n@DrRutvij @narendramodi @myogiadityana\\u2026'
ImplicatedH,2018-05-13 13:15:43,b'RT @DealingWithEvil: Nothing is going to help the aged parents as long the #LegalTerrorism of  #FakeCases by #Disgruntled Wife continues in\\u2026'
CAThangavelM,2018-05-13 13:15:44,b'@DrTamilisaiBJP \\u0b93 \\u0b85\\u0bb5\\u0bb0\\u0bcd \\u0ba4\\u0bbe\\u0ba9\\u0bcd \\u0baa\\u0bbf\\u0bb0\\u0ba4\\u0bae\\u0bb0\\u0bbe\\u0b95 \\u0b89\\u0bb3\\u0bcd\\u0bb3\\u0bbe\\u0bb0\\u0bbe? \\u0b85\\u0baa\\u0bcd\\u0baa \\u0b87\\u0ba8\\u0bcd\\u0ba4 @narendramodi ?'
